index,word,translation,tag
071614,imperiums,empires,N
071615,ijsvorming,icing,N
071616,ijsgrot,ice,N
071617,ijsemmer,Ice Bucket,N
071618,hypothermie,hypothermia,N
071619,huwelijkscadeaus,wedding gifts,N
071620,huwelijksbureau,marriage office,N
071621,huwelijksbelofte,marriage vow,N
071622,hulpstuk,attachment,N
071623,huilebalkje,cry bar,N
071624,houtkap,logging,N
071625,hotelgast,hotel guest,N
071626,hoofdverpleegster,head nurse,N
071627,hoofdpodium,main stage,N
071628,hoofdluis,lice,N
071629,hoofdkwartler,hoofdkwartler,N
071630,hoofdadviseur,adviser,N
071631,honkbalstadion,baseball stadium,N
071632,hondenrennen,Greyhound racing,N
071633,homeopathie,homeopathy,N
071634,hersentumors,brain tumors,N
071635,hersenschuddingen,concussions,N
071636,heroÔsme,heroÔsme,N
071637,herkenningstekens,identification,N
071638,herkenningsmelodie,theme song,N
071639,herbivoor,herbivorous,N
071640,hengsels,handles,N
071641,hematologie,hematology,N
071642,hazenlip,harelip,N
071643,hartstochten,passions,N
071644,hartpillen,heart pills,N
071645,handschriften,manuscripts,N
071646,handdoekje,towel,N
071647,halfzuster,stepsister,N
071648,haat.,hate.,N
071649,haarpunten,ends,N
071650,groetje,groetje,N
071651,groenteman,greengrocer,N
071652,groeiproces,growth,N
071653,groeihormoon,Growth hormone,N
071654,grasvlakten,grasslands,N
071655,goudstaaf,gold bar,N
071656,gootstenen,sinks,N
071657,gondels,gondolas,N
071658,gomballen,gum balls,N
071659,goalie,goalie,N
071660,gloriedagen,glory,N
071661,glinster,glisten,N
071662,glimmers,glimmers,N
071663,gitaarlessen,guitar lessons,N
071664,gitaarles,guitar lessons,N
071665,gijzelingsdrama,hostage drama,N
071666,giftigheid,toxicity,N
071667,gifbelt,toxic waste dump,N
071668,ghetto's,ghettos,N
071669,gezondheidscentrum,health centre,N
071670,gewelven,vaults,N
071671,gevechtstroepen,combat troops,N
071672,gevangenisbibliotheek,prison library,N
071673,gevangenentransport,prisoner transport,N
071674,getuigschriften,certificates,N
071675,getraint,trained,N
071676,geslachtsklieren,gonads,N
071677,gereserveerdheid,aloofness,N
071678,geneeskracht,healing,N
071679,gemok,sulk,N
071680,gemiddelden,averages,N
071681,gemaal,husband,N
071682,geluksmunt,lucky coin,N
071683,geluiddempers,silencers,N
071684,geleerdheid,scholarship,N
071685,geldmachine,money machine,N
071686,gekletter,clatter,N
071687,gejubel,jubilation,N
071688,geheugenbank,memory bank,N
071689,gegons,drone,N
071690,gedegenereerden,degenerates,N
071691,gedachtecontrole,mind control,N
071692,geboortenaam,birth name,N
071693,gebedsgroep,prayer,N
071694,gebedsdienst,prayer service,N
071695,gasman,gasman,N
071696,gashendel,throttle,N
071697,ganglia,ganglia,N
071698,gangbanger,gangbanger,N
071699,gallerij,gallery,N
071700,fuckers,fuckers,N
071701,fruitautomaten,slots,N
071702,frasen,phrases,N
071703,fr,Fr.,N
071704,foto¥s,photo ¥ s,N
071705,footballtraining,football training,N
071706,fonkeling,sparkle,N
071707,floppy's,floppies,N
071708,flipperkasten,pinball machines,N
071709,flesopener,bottle opener,N
071710,filippijn,Filipino,N
071711,feestweek,feestweek,N
071712,feesttent,marquee,N
071713,fbl-kantoor,FBI office,N
071714,fbl-agente,FBI agent,N
071715,fatsoensnormen,decency,N
071716,fatsoenlijkheid,respectability,N
071717,fabrieksarbeiders,factory,N
071718,exercitieterrein,parade ground,N
071719,ex-cla,ex-cla,N
071720,ergsten,worst,N
071721,episodes,episodes,N
071722,enkeltjes,one-way,N
071723,emolumenten,emoluments,N
071724,elks,elks,N
071725,eindejaars,year end,N
071726,eileider,oviduct,N
071727,eilanders,islanders,N
071728,eigendomsakten,property deeds,N
071729,duizendpoten,centipedes,N
071730,duivenstront,pigeon droppings,N
071731,drugverslaafden,drug addicts,N
071732,drugsoverval,drug raid,N
071733,drugsgebruikers,drug users,N
071734,droombeelden,visions,N
071735,droomauto,dream car,N
071736,drinkgelag,carouse,N
071737,dril,jelly,N
071738,drankverbod,prohibition,N
071739,draaibeweging,rotation,N
071740,draagster,carrier,N
071741,draagmoederschap,surrogacy,N
071742,dovemansoren,deaf ears,N
071743,dorpsmeisje,village girl,N
071744,dopsleutel,socket,N
071745,doorvaart,passage,N
071746,doodsengel,death angel,N
071747,doodliggen,lying dead,N
071748,dommigheid,stupidity,N
071749,domineesvrouw,pastor's wife,N
071750,dollekervel,hemlock,N
071751,doktersvrouw,doctor woman,N
071752,dokter-patient,doctor-patient,N
071753,ditis,this is,N
071754,districtskantoor,district office,N
071755,dinero,dinero,N
071756,dievenpad,dievenpad,N
071757,diagrammen,diagrams,N
071758,detachering,secondment,N
071759,derringer,derringer,N
071760,demonstrant,protester,N
071761,damestasje,vanity bag,N
071762,dakspanten,rafters,N
071763,cyber,cyber,N
071764,cursisten,students,N
071765,cuckoo,cuckoo,N
071766,cricketteam,cricket team,N
071767,corrosie,corrosion,N
071768,controversie,controversy,N
071769,controlekristal,crystal control,N
071770,concurrentiestrijd,competition,N
071771,computerprogrammeur,computer programmer,N
071772,computerfreak,computerfreak,N
071773,computerfraude,computer fraud,N
071774,computercentrum,computer center,N
071775,commissieloon,commission,N
071776,cojones,cojones,N
071777,cognacglas,snifter,N
071778,clowntje,clown,N
071779,choepa,chuppah,N
071780,chocoladeshake,chocolate shake,N
071781,chartervlucht,charter flight,N
071782,centimes,centimes,N
071783,carpaccio,Carpaccio,N
071784,cardiogram,cardiogram,N
071785,canard,canard,N
071786,canapÈ,settee,N
071787,camouflagekleding,camouflage clothing,N
071788,callcenter,call center,N
071789,calamiteiten,calamities,N
071790,butaan,butane,N
071791,busticket,bus ticket,N
071792,bushmills,bushmills,N
071793,burgervader,mayor,N
071794,bruiloftsfeest,wedding party,N
071795,briefwisseling,correspondence,N
071796,brandstapels,pyres,N
071797,brandmelding,fire alarm,N
071798,bramzeil,topgallant,N
071799,bouwvergunningen,building permits,N
071800,botsplinters,bone chips,N
071801,botheid,dullness,N
071802,botanicus,botanist,N
071803,boorplatform,drilling platform,N
071804,boorhamer,Rotary hammer,N
071805,bommenmakers,bomb makers,N
071806,bolshoi,Bolshoi,N
071807,boilers,boilers,N
071808,boerenknul,farm boy,N
071809,bnp,bnp,N
071810,bloesjes,blouses,N
071811,bloemperk,flower garden,N
071812,bloemisterij,floristry,N
071813,bloedonderzoeken,blood tests,N
071814,blauwbloezen,blue blouses,N
071815,bladerdak,canopy,N
071816,bioscoopje,bioscoopje,N
071817,binnenlanden,midlands,N
071818,bingoavond,bingo night,N
071819,bijtsporen,bite marks,N
071820,bijna-dood-ervaring,near death experience,N
071821,bierblikje,beer can,N
071822,bewoning,occupancy,N
071823,beveiligingspas,security access,N
071824,beursmakelaar,stockbroker,N
071825,beurscommissie,Securities and exchange commission,N
071826,betweters,pedants,N
071827,beterje,beterje,N
071828,besnijdenissen,circumcisions,N
071829,besluitvaardigheid,decisiveness,N
071830,beslissingswedstrijd,deciding game,N
071831,beschermheren,patrons,N
071832,bergmannen,mountain men,N
071833,benenden,benenden,N
071834,bendevorming,ganging,N
071835,bemiddelaars,mediators,N
071836,belastingsgeld,tax money,N
071837,belastinggelden,tax revenue,N
071838,belastingcontrole,tax audit,N
071839,belastingadviseur,tax consultant,N
071840,begrenzer,limiter,N
071841,beenwarmers,legwarmers,N
071842,beden,petitions,N
071843,beademingsapparatuur,respiratory equipment,N
071844,beaches,beaches,N
071845,barbituraten,barbiturates,N
071846,bankrekeningnummer,Bank account number,N
071847,bangebroek,afraid pants,N
071848,ballades,ballads,N
071849,bagageruim,baggage compartment,N
071850,babys,babies,N
071851,babybedje,baby cot,N
071852,avondles,evening class,N
071853,automatiek,automatiek,N
071854,autogordels,seatbelts,N
071855,audit,audit,N
071856,asymmetrie,asymmetry,N
071857,aspiratie,aspiration,N
071858,arbeidsethos,work ethic,N
071859,arabesk,arabesque,N
071860,aquarel,watercolor,N
071861,anti-depressiva,Anti-depressants,N
071862,annonces,annonces,N
071863,amendementen,amendments,N
071864,ambachtsman,artisan,N
071865,alcoholmisbruik,alcohol abuse,N
071866,alarmpistool,alarm pistol,N
071867,ajuin,onion,N
071868,afwaarts,downstream,N
071869,afvalvernietiger,garbage disposal,N
071870,afschrikking,deterrence,N
071871,afscheidingsbeweging,separatist,N
071872,aerobic,aerobics,N
071873,advertentiecampagne,ad campaign,N
071874,ademtest,breath test,N
071875,adeldom,nobility,N
071876,adagio,adagio,N
071877,actieradius,range,N
071878,acteerklas,acting class,N
071879,aartsrivalen,archrivals,N
071880,aartsleugenaar,liar,N
071881,aard-alliantie,Nature Alliance,N
071882,aanvalsgolf,wave,N
071883,aanmoedigingen,encouragements,N
071884,aanmerkingen,remarks,N
071885,a.t.v.,a.t.v.,N
071886,9uur,9 o'clock,N
071887,7a,7a,N
071888,747's,747s,N
071889,waldemar,waldemar,SPEC
071890,vikram,vikram,SPEC
071891,usamrlid,usamrlid,SPEC
071892,tum,tum,SPEC
071893,seabrook,seabrook,SPEC
071894,sabra's,sabra's,SPEC
071895,redwood,redwood,SPEC
071896,profion,Profion,SPEC
071897,pisciotta,pisciotta,SPEC
071898,nirrti,Nirrti,SPEC
071899,nacht_gier,nacht_gier,SPEC
071900,maxx,maxx,SPEC
071901,mansell,mansell,SPEC
071902,malin,malin,SPEC
071903,krupke,Krupke,SPEC
071904,kingpin,kingpin,SPEC
071905,juve,juve,SPEC
071906,ieuan,Ieuan,SPEC
071907,hrothgar,Hrothgar,SPEC
071908,falken,falken,SPEC
071909,esteridge,esteridge,SPEC
071910,elisabet,elisabet,SPEC
071911,donaldson's,donaldson's,SPEC
071912,dogg,dogg,SPEC
071913,crysta,crysta,SPEC
071914,creon,creon,SPEC
071915,bogomil,Bogomil,SPEC
071916,beresford,Beresford,SPEC
071917,benway,Benway,SPEC
071918,ballantyne,ballantyne,SPEC
071919,anj,anj,SPEC
071920,ainslie,ainslie,SPEC
071921,acton,acton,SPEC
071922,achim,achim,SPEC
071923,zito,zito,SPEC
071924,woolf,woolf,SPEC
071925,wisdom,wisdom,SPEC
071926,wagstaff,wagstaff,SPEC
071927,vyv,Vyv,SPEC
071928,union_pacific,union_pacific,SPEC
071929,tyro,tyro,SPEC
071930,twiggy,twiggy,SPEC
071931,tsjang,Chang,SPEC
071932,trudi,trudi,SPEC
071933,triple_x,plywood,SPEC
071934,the_kid,the_kid,SPEC
071935,tat,tat,SPEC
071936,swifty,swifty,SPEC
071937,suliban,Suliban,SPEC
071938,sturges,sturges,SPEC
071939,strathmore,Strathmore,SPEC
071940,stone_mountain,stone_mountain,SPEC
071941,stardust,stardust,SPEC
071942,staleek,staleek,SPEC
071943,spender,spender,SPEC
071944,spagna,spagna,SPEC
071945,smithson,smithson,SPEC
071946,slithenen,slithenen,SPEC
071947,skank,skank,SPEC
071948,shanna,shanna,SPEC
071949,seaton,seaton,SPEC
071950,scholl,scholl,SPEC
071951,schinder,Schinder,SPEC
071952,roux,roux,SPEC
071953,rogo,rogo,SPEC
071954,rl,rl,SPEC
071955,rita_shelton,rita_shelton,SPEC
071956,rands,rands,SPEC
071957,quintero,quintero,SPEC
071958,quimper,quimper,SPEC
071959,puk,puk,SPEC
071960,planck,planck,SPEC
071961,perris,perris,SPEC
071962,pequod,Pequod,SPEC
071963,pepi,pepi,SPEC
071964,penzler,Penzler,SPEC
071965,paul_castellano,paul_castellano,SPEC
071966,paul_atreides,paul_atreides,SPEC
071967,papo,papo,SPEC
071968,panmunjom,panmunjom,SPEC
071969,o_allah,o_allah,SPEC
071970,nuvolari,nuvolari,SPEC
071971,nishi,nishi,SPEC
071972,nile,nile,SPEC
071973,nikita,nikita,SPEC
071974,neverland,neverland,SPEC
071975,netvliesscan,retinal scan,SPEC
071976,nans,nans,SPEC
071977,mypos,mypos,SPEC
071978,mr._wheeler,mr._wheeler,SPEC
071979,mr._weston,mr._weston,SPEC
071980,mr._randall,mr._randall,SPEC
071981,mr._largo,mr._largo,SPEC
071982,mr._grimes,mr._grimes,SPEC
071983,mr._friendly,mr._friendly,SPEC
071984,mr._foley,mr._foley,SPEC
071985,mr._bowden,mr._bowden,SPEC
071986,mr._baldwin,mr._baldwin,SPEC
071987,mother's,mother's,SPEC
071988,miss_stevens,miss_stevens,SPEC
071989,miss_peterson,miss_peterson,SPEC
071990,miss_cross,miss_cross,SPEC
071991,miss_cecil,miss_cecil,SPEC
071992,mike_dolan,mike_dolan,SPEC
071993,michail,michail,SPEC
071994,merlijns,Merlin,SPEC
071995,mcgruff,McGruff,SPEC
071996,mcduff,McDuff,SPEC
071997,marybeth,mary beth,SPEC
071998,marie-thÈrËse,Marie-Thérèse,SPEC
071999,makarov,makarov,SPEC
072000,ludwigs,Ludwigs,SPEC
072001,ludovika,Ludovika,SPEC
072002,luanne,luanne,SPEC
072003,lorton,Lorton,SPEC
072004,little_caesar,little_caesar,SPEC
072005,lisbeth,lisbeth,SPEC
072006,lind,lind,SPEC
072007,leyland,leyland,SPEC
072008,latrell,Latrell,SPEC
072009,lamia,lamia,SPEC
072010,kyung,kyung,SPEC
072011,klute,Klute,SPEC
072012,khalil,khalil,SPEC
072013,katerina,katerina,SPEC
072014,k-ro,k-ro,SPEC
072015,judah,judah,SPEC
072016,john_nash,john_nash,SPEC
072017,john_bell_hood,john_bell_hood,SPEC
072018,italo,Italo,SPEC
072019,holy_cross,holy_cross,SPEC
072020,henry_hill,henry_hill,SPEC
072021,hartigan,Hartigan,SPEC
072022,hamp,Hamp,SPEC
072023,guest,guest,SPEC
072024,grand_slam,grand_slam,SPEC
072025,giovanni_falcone,giovanni_falcone,SPEC
072026,gergovia,Gergovia,SPEC
072027,fond,fond,SPEC
072028,f.b.ik.,f.b.ik.,SPEC
072029,erikson,erikson,SPEC
072030,enghien,enghien,SPEC
072031,elijah_muhammad,elijah_muhammad,SPEC
072032,dsr,dsr,SPEC
072033,dorfman,Dorfman,SPEC
072034,denison,denison,SPEC
072035,de_rots,the rock,SPEC
072036,david_sloan,david_sloan,SPEC
072037,dala,dala,SPEC
072038,daggett,daggett,SPEC
072039,cÈline,CELINE,SPEC
072040,costello's,costello's,SPEC
072041,corinna,corinna,SPEC
072042,coley,coley,SPEC
072043,cindy_campbell,cindy_campbell,SPEC
072044,christiane,christiane,SPEC
072045,carvalho,carvalho,SPEC
072046,carmilla,carmilla,SPEC
072047,caesarion,Caesarian,SPEC
072048,bˆckl,bckl,SPEC
072049,brian_jones,brian_jones,SPEC
072050,brest,brest,SPEC
072051,boudewijn,boudewijn,SPEC
072052,bill_hickok,bill_hickok,SPEC
072053,berthier,berthier,SPEC
072054,basilisk,cockatrice,SPEC
072055,artis,artis,SPEC
072056,armloze,armless,SPEC
072057,adela,adela,SPEC
072058,2-0-9,2-0-9,SPEC
072059,zwarte_piet,black Pete,SPEC
072060,zuid-amerikaan,south-american,SPEC
072061,zuid-afrikaan,South African,SPEC
072062,zola,zola,SPEC
072063,zenith,zenith,SPEC
072064,zanzibar,zanzibar,SPEC
072065,yul_brynner,yul_brynner,SPEC
072066,yorktown,yorktown,SPEC
072067,yesterday,yesterday,SPEC
072068,would,would,SPEC
072069,woodside,woodside,SPEC
072070,wonderwoman,wonder woman,SPEC
072071,winky,winky,SPEC
072072,wim,wim,SPEC
072073,wilton,wilton,SPEC
072074,wilshire_boulevard,wilshire_boulevard,SPEC
072075,wilco,wilco,SPEC
072076,whiz,whiz,SPEC
072077,west-londen,west london,SPEC
072078,waltons,waltons,SPEC
072079,vut,early retirement,SPEC
072080,votre,votre,SPEC
072081,voorwaarts.,forward.,SPEC
072082,voorhees,voorhees,SPEC
072083,volvo's,Volvos,SPEC
072084,volksleger,people's army,SPEC
072085,vljf,vljf,SPEC
072086,vieux,vieux,SPEC
072087,vidal_sassoon,vidal_sassoon,SPEC
072088,verg,cf.,SPEC
072089,velligheld,velligheld,SPEC
072090,van_owen,van_owen,SPEC
072091,van_cleef,van_cleef,SPEC
072092,universal_exports,universal_exports,SPEC
072093,uma,uma,SPEC
072094,twin,twin,SPEC
072095,turnbull,turnbull,SPEC
072096,tuckers,tuckers,SPEC
072097,trail,trail,SPEC
072098,tories,tories,SPEC
072099,tl,tl,SPEC
072100,time-life,time life,SPEC
072101,terry_crowley,terry_crowley,SPEC
072102,tawny,tawny,SPEC
072103,tash,tash,SPEC
072104,tae-bo,tae-bo,SPEC
072105,sylvia's,sylvia's,SPEC
072106,sycamore,sycamore,SPEC
072107,sugar_ray_robinson,sugar_ray_robinson,SPEC
072108,studios,studios,SPEC
072109,stork_club,stork_club,SPEC
072110,stimpy,stimpy,SPEC
072111,starlight,starlight,SPEC
072112,sponge_bob,sponge_bob,SPEC
072113,spencers,spencers,SPEC
072114,speedy_gonzales,speedy_gonzales,SPEC
072115,speedo,speedo,SPEC
072116,spec,spec,SPEC
072117,soy,soy,SPEC
072118,snell,snell,SPEC
072119,slg,sLG,SPEC
072120,sheryl_crow,sheryl_crow,SPEC
072121,sheriff's,sheriff's,SPEC
072122,sharia,Sharia,SPEC
072123,shakira,shakira,SPEC
072124,serve,serve,SPEC
072125,sergeant_scream,sergeant_scream,SPEC
072126,sequoia,sequoia,SPEC
072127,selfmade,selfmade,SPEC
072128,sees,sees,SPEC
072129,scrubs,scrubs,SPEC
072130,saskatchewan,saskatchewan,SPEC
072131,sao_paolo,sao_paolo,SPEC
072132,santa_clarita,santa_clarita,SPEC
072133,santa_anita,santa_anita,SPEC
072134,san_fernando_valley,san_fernando_valley,SPEC
072135,salman,salman,SPEC
072136,sally.,Sally.,SPEC
072137,sacrÈ,SACRE,SPEC
072138,russia,russia,SPEC
072139,rudolph_valentino,rudolph_valentino,SPEC
072140,ruby_ridge,ruby_ridge,SPEC
072141,roto-rooter,roto-rooter,SPEC
072142,rosa's,rosa's,SPEC
072143,rory_gilmore,rory_gilmore,SPEC
072144,ronette_pulaski,ronette_pulaski,SPEC
072145,rojo,rojo,SPEC
072146,roger_rabbit,roger_rabbit,SPEC
072147,roberto's,roberto's,SPEC
072148,rob_roy,rob_roy,SPEC
072149,riva,riva,SPEC
072150,riding,riding,SPEC
072151,renta,renta,SPEC
072152,reader,reader,SPEC
072153,rapunzel,rampion,SPEC
072154,quelle,quelle,SPEC
072155,queensland,queensland,SPEC
072156,px,px,SPEC
072157,pulaski,pulaski,SPEC
072158,pu,pu,SPEC
072159,psp,PSP,SPEC
072160,praatgraag,talkative,SPEC
072161,potters,potters,SPEC
072162,porto_ricaans,porto_ricaans,SPEC
072163,pinksteren,Pentecost,SPEC
072164,piccalilly,Piccalilly,SPEC
072165,peu,peu,SPEC
072166,perugia,pERUGIA,SPEC
072167,pershing,pershing,SPEC
072168,pericles,pericles,SPEC
072169,pembroke,pembroke,SPEC
072170,peanuts,peanuts,SPEC
072171,peacock,peacock,SPEC
072172,patriots,patriots,SPEC
072173,paganini,paganini,SPEC
072174,oxycontin,Oxycontin,SPEC
072175,oprah's,oprah's,SPEC
072176,olijfberg,mount of olives,SPEC
072177,oki,oki,SPEC
072178,nyc,nyc,SPEC
072179,note,note,SPEC
072180,north_valley,north_valley,SPEC
072181,noord-italiÎ,North Italii,SPEC
072182,noord-hollywood,north hollywood,SPEC
072183,nob_hill,nob_hill,SPEC
072184,nlets,nlets,SPEC
072185,nimbus,nimbus,SPEC
072186,nils,nils,SPEC
072187,newbury,newbury,SPEC
072188,nclc,NCLC,SPEC
072189,natal,natal,SPEC
072190,napa_valley,napa_valley,SPEC
072191,multiple_sclerose,multiple sclerosis,SPEC
072192,muerto,muerto,SPEC
072193,mr._stanton,mr._stanton,SPEC
072194,mr._franklin,mr._franklin,SPEC
072195,mounties,mounties,SPEC
072196,montclair,montclair,SPEC
072197,montaigne,montaigne,SPEC
072198,miss_walsh,miss_walsh,SPEC
072199,miss_molly,miss_molly,SPEC
072200,miss_ann,miss_ann,SPEC
072201,millie's,millie's,SPEC
072202,mile_high_club,mile_high_club,SPEC
072203,michelangelo's,michelangelo's,SPEC
072204,michael.,michael.,SPEC
072205,mcnulty,mcnulty,SPEC
072206,mavericks,mavericks,SPEC
072207,marry,marry,SPEC
072208,marquis,marquis,SPEC
072209,marin_county,marin_county,SPEC
072210,margery,margery,SPEC
072211,marcuse,marcuse,SPEC
072212,manny's,manny's,SPEC
072213,malcolms,Malcolm,SPEC
072214,madonna's,Madonnas,SPEC
072215,lune,lune,SPEC
072216,luchtkastelen,delusory hopes,SPEC
072217,lslington,lslington,SPEC
072218,louis_vuitton,chronograph,SPEC
072219,los_angeles.,Los_Angeles.,SPEC
072220,lori's,lories,SPEC
072221,londenaren,london spikes,SPEC
072222,lnvaders,lnvaders,SPEC
072223,lister,lister,SPEC
072224,lionel_richie,lionel_richie,SPEC
072225,lieve_lita,lieve_lita,SPEC
072226,leonardo_dicaprio,leonardo_dicaprio,SPEC
072227,led,LED,SPEC
072228,la_rochefoucauld,la_rochefoucauld,SPEC
072229,koekiemonster,cookie monster,SPEC
072230,knock_out,knock_out,SPEC
072231,kinderfonds,Children ',SPEC
072232,kew,kew,SPEC
072233,kenny_g,kenny_g,SPEC
072234,kennls,kennls,SPEC
072235,karate_kid,karate_kid,SPEC
072236,kana‰n,kana ‰ n,SPEC
072237,ju·rez,Ju · rez,SPEC
072238,june_cleaver,june_cleaver,SPEC
072239,jull,Jull,SPEC
072240,johnson's,johnson's,SPEC
072241,jim_walsh,jim_walsh,SPEC
072242,jessy,jessy,SPEC
072243,jennifer_lopez,jennifer_lopez,SPEC
072244,jeffrey's,jeffrey's,SPEC
072245,jahwe,Yahweh,SPEC
072246,jackie_wilson,jackie_wilson,SPEC
072247,indiÎ,Indii,SPEC
072248,i've,i've,SPEC
072249,hotel_california,hotel_california,SPEC
072250,hoover_dam,hoover_dam,SPEC
072251,hoc,hoc,SPEC
072252,hindoestaans,Hindu,SPEC
072253,hillerman,Hillerman,SPEC
072254,highland_park,highland_park,SPEC
072255,hi-ho,hi-ho,SPEC
072256,henry_moore,henry_moore,SPEC
072257,hendrik_vlll,hendrik_vlll,SPEC
072258,hayworth,hayworth,SPEC
072259,harriet_tubman,harriet_tubman,SPEC
072260,harleys,harleys,SPEC
072261,hacket,hacket,SPEC
072262,gussy,gussy,SPEC
072263,guadalupe,guadalupe,SPEC
072264,grunge,grunge,SPEC
072265,gregory's,gregory's,SPEC
072266,graham_greene,graham_greene,SPEC
072267,gov,gov,SPEC
072268,gophers,gophers,SPEC
072269,goode,goode,SPEC
072270,gonnie,gonnie,SPEC
072271,gobi,gobi,SPEC
072272,glenn_miller,glenn_miller,SPEC
072273,germanen,Teutons,SPEC
072274,george.,George.,SPEC
072275,gene's,gene's,SPEC
072276,geez,geez,SPEC
072277,galway,GALWAY,SPEC
072278,galilei,galilei,SPEC
072279,gaius_octavian,gaius_octavian,SPEC
072280,ga_weg,go away,SPEC
072281,franklins,Franklins,SPEC
072282,foxy_brown,foxy_brown,SPEC
072283,foggy,foggy,SPEC
072284,flopsy,flopsy,SPEC
072285,flemings,Flemings,SPEC
072286,finishing,finishing,SPEC
072287,find,find,SPEC
072288,fbl_special,fbl_special,SPEC
072289,f-18's,f-18's,SPEC
072290,eustace,eustace,SPEC
072291,ethan_hawke,ethan_hawke,SPEC
072292,elvis_costello,elvis_costello,SPEC
072293,ellsworth,ellsworth,SPEC
072294,elgendom,elgendom,SPEC
072295,dynamite,dynamite,SPEC
072296,durante,durante,SPEC
072297,duncan's,duncan's,SPEC
072298,driekoningen,Epiphany,SPEC
072299,doyles,doyles,SPEC
072300,doug_heffernan,doug_heffernan,SPEC
072301,don_quichote,don_quichote,SPEC
072302,dhd,dhd,SPEC
072303,dewey's,dewey's,SPEC
072304,dementia,dementia,SPEC
072305,def_leppard,def_leppard,SPEC
072306,dee_dee,Dee_Dee,SPEC
072307,de_sade,de_sade,SPEC
072308,daytona_beach,daytona_beach,SPEC
072309,david_palmer,david_palmer,SPEC
072310,damien_ortiz,damien_ortiz,SPEC
072311,d.m.v.,by means of,SPEC
072312,d-man,d-man,SPEC
072313,d-2,d-2,SPEC
072314,cÈline_dion,cÈline_dion,SPEC
072315,courts,courts,SPEC
072316,community,community,SPEC
072317,cohiba,cohiba,SPEC
072318,claudia's,claudia's,SPEC
072319,clark_county,clark_county,SPEC
072320,chun,chun,SPEC
072321,chuck_e._cheese,chuck_e._cheese,SPEC
072322,chuck_berry,chuck_berry,SPEC
072323,christian_troy,christian_troy,SPEC
072324,chippewa_falls,chippewa_falls,SPEC
072325,chippendale,Chippendale,SPEC
072326,chicago.,chicago.,SPEC
072327,chew,chew,SPEC
072328,charlie's_angel,charlie's_angel,SPEC
072329,chad_shelton,chad_shelton,SPEC
072330,catherine_van_aragon,catherine_van_aragon,SPEC
072331,carries,carries,SPEC
072332,carole_lombard,carole_lombard,SPEC
072333,cardinal,cardinal,SPEC
072334,carbonara,carbonara,SPEC
072335,capeside,cape side,SPEC
072336,canarische_eilanden,Canary Islands,SPEC
072337,burl,burl,SPEC
072338,bro's,brittle,SPEC
072339,bring,view,SPEC
072340,bridgewater,BRIDGEWATER,SPEC
072341,brava,brava,SPEC
072342,bougainville,bougainvillea,SPEC
072343,bonnie_and_clyde,bonnie_and_clyde,SPEC
072344,bogot·,bogot ·,SPEC
072345,bill_compton,bill_compton,SPEC
072346,beth_ann,beth_ann,SPEC
072347,bernoulli,bernoulli,SPEC
072348,bennetts,Bennetts,SPEC
072349,bell's,bell's,SPEC
072350,being,being,SPEC
072351,beasley,beasley,SPEC
072352,bay_area,bay_area,SPEC
072353,bahrein,bahrain,SPEC
072354,backs,backs,SPEC
072355,b-29,B-29,SPEC
072356,azteeks,aztec,SPEC
072357,autobahn,autobahn,SPEC
072358,annies,annies,SPEC
072359,anne_bancroft,anne_bancroft,SPEC
072360,anna_boleyn,anna_boleyn,SPEC
072361,andrew_jackson,Andrew_Jackson,SPEC
072362,aman,aman,SPEC
072363,alexander_khasinau,alexander_khasinau,SPEC
072364,agh,agh,SPEC
072365,afrikaners,Afrikaners,SPEC
072366,adriatische_zee,Adriatic Sea,SPEC
072367,academy_award,academy_award,SPEC
072368,ac-dc,ac-dc,SPEC
072369,abessiniÎ,abessiniÎ,SPEC
072370,48th,48th,SPEC
072371,ooooh,ooooh,TSW
072372,9:15,9:15,TW
072373,994,994,TW
072374,943,943,TW
072375,929,929,TW
072376,"9,95",9.95,TW
072377,835,835,TW
072378,809,809,TW
072379,771,771,TW
072380,735,735,TW
072381,"7,62",7.62,TW
072382,651,651,TW
072383,25ee,25ee,TW
072384,21-feb,21-Feb.,TW
072385,"2,75",2.75,TW
072386,1861,1861,TW
072387,1805,1805,TW
072388,"18,5",18.5,TW
072389,17:30,17:30,TW
072390,1590,1590,TW
072391,1520,1520,TW
072392,1420,1420,TW
072393,1307,1307,TW
072394,1215,1215,TW
072395,1019,1019,TW
072396,1002,1002,TW
072397,"1,78",1.78,TW
072398,"1,99",1.99,TW
072399,"1,9",1.9,TW
072400,"1,85",1.85,TW
072401,zulks,such,VNW
072402,hie,hie,VNW
072403,volgens_zeggen,volgens_zeggen,VZ
072404,oop,oop,VZ
072405,lneens,lneens,VZ
072406,z'on,Sun,WW
072407,lt.,lt.,WW
072408,keepen,goalkeeping,WW
072409,z·i,z i ·,WW
072410,zuid-oost,South East,WW
072411,zoomt,zooms,WW
072412,wrijvend,frictional,WW
072413,windsurfen,windsurf,WW
072414,wiebelende,wobbly,WW
072415,wegglipt,slips away,WW
072416,weerstond,withstood,WW
072417,weerspreken,contradict,WW
072418,weerkeert,weather returns,WW
072419,vrolijkte,cheered,WW
072420,voorverwarmen,preheat,WW
072421,vooruitziend,prescient,WW
072422,voortslepen,drag along,WW
072423,voorstellen.,introduce.,WW
072424,voorlichten,enlighten,WW
072425,voorgezegd,to say,WW
